applicant_id,probability_of_default,risk_band,recommended_decision,actual_default,exposure_at_default,loss_given_default,expected_loss
179429,0.1749605232633632,Medium Risk,Manual Review,0,225000.0,0.45,17714.752980415524
111773,0.1100035275837193,Medium Risk,Manual Review,0,720000.0,0.45,35641.142937125056
261753,0.6149002019822917,High Risk,Decline,0,392427.0,0.45,108586.54870348715
266559,0.2665889496815148,Medium Risk,Manual Review,0,533668.5,0.45,64021.55620189927
443433,0.3719352606658056,High Risk,Decline,0,207306.0,0.45,34696.98501641348
413440,0.4203839587886473,High Risk,Decline,0,592560.0,0.45,112096.22337891038
326378,0.1130617896712989,Medium Risk,Manual Review,0,474048.0,0.45,24118.521871544956
154190,0.097174431158224,Low Risk,Approve,0,180000.0,0.45,7871.1289238161435
270238,0.0451254043141666,Low Risk,Approve,0,450000.0,0.45,9137.894373618738
249893,0.303370130625246,High Risk,Decline,0,450000.0,0.45,61432.45145161231
117020,0.0806172386358745,Low Risk,Approve,0,445500.0,0.45,16161.74091552694
306428,0.6752078606065561,High Risk,Decline,0,204858.0,0.45,62244.77935866205
119882,0.1115302952310791,Medium Risk,Manual Review,0,220500.0,0.45,11066.593544303825
363647,0.3133801189685694,High Risk,Decline,0,1133748.0,0.45,159882.33740416993
118311,0.4140113817657426,High Risk,Decline,0,456273.0,0.45,85005.9968365803
152261,0.1594871103255061,Medium Risk,Manual Review,0,1125000.0,0.45,80740.34960228748
408541,0.3691580611954193,High Risk,Decline,0,270000.0,0.45,44852.70443524344
170656,0.7807673339195644,High Risk,Decline,0,227520.0,0.45,79938.08271602068
448392,0.3381126194179518,High Risk,Decline,0,521280.0,0.45,79313.10581258546
370041,0.1196599224501668,Medium Risk,Manual Review,0,332473.5,0.45,17902.68895203099
281928,0.7407075346628376,High Risk,Decline,1,997335.0,0.45,332430.09708733245
295467,0.1330082792184861,Medium Risk,Manual Review,0,246357.0,0.45,14745.38428954286
414450,0.7943891326596663,High Risk,Decline,1,348826.5,0.45,124696.79135266818
356788,0.5699209672059148,High Risk,Decline,0,450000.0,0.45,115408.99585919775
456244,0.1767388620226833,Medium Risk,Manual Review,0,1303812.0,0.45,103695.41212718344
184322,0.2326857806974551,Medium Risk,Manual Review,0,993082.5,0.45,103984.2795642662
349385,0.2800700845687036,Medium Risk,Manual Review,0,273636.0,0.45,34486.7659474688
447129,0.8038318846375229,High Risk,Decline,1,315000.0,0.45,113943.16964736886
401571,0.3863441299939713,High Risk,Decline,0,545040.0,0.45,94757.85207536136
300307,0.635545811664925,High Risk,Decline,0,1540305.0,0.45,440520.47614644404
319206,0.5056542931237643,High Risk,Decline,0,180000.0,0.45,40957.997743024906
351153,0.2279596071024609,Medium Risk,Manual Review,0,1762110.0,0.45,180760.45647209283
215089,0.3856499619157507,High Risk,Decline,0,312768.0,0.45,54278.53527980948
155938,0.5144628266600174,High Risk,Decline,0,932643.0,0.45,215914.56932010537
187959,0.1896663499485984,Medium Risk,Manual Review,0,211500.0,0.45,18051.494856357855
255038,0.4229088870861409,High Risk,Decline,0,247500.0,0.45,47101.47729921894
318285,0.7759624010828581,High Risk,Decline,0,327024.0,0.45,114191.24771327426
316811,0.5444365635820241,High Risk,Decline,0,312768.0,0.45,76627.05080329014
395003,0.2514432110782257,Medium Risk,Manual Review,0,426645.0,0.45,48274.64495571132
328533,0.2724451278404709,Medium Risk,Manual Review,0,320521.5,0.45,39296.03446940378
178549,0.8762654562385234,High Risk,Decline,0,1006920.0,0.45,397048.1459380623
223754,0.6486993702371836,High Risk,Decline,0,270126.0,0.45,78853.75473811026
372969,0.8664623731167721,High Risk,Decline,0,781920.0,0.45,304876.9164543599
156496,0.198761616175172,Medium Risk,Manual Review,0,679500.0,0.45,60776.33318596322
116054,0.2884088794572575,Medium Risk,Manual Review,0,528633.0,0.45,68608.10302835779
270339,0.3479651039458565,High Risk,Decline,0,808650.0,0.45,126621.89158761759
250898,0.2894009922293172,Medium Risk,Manual Review,0,990000.0,0.45,128928.1420381608
233559,0.2319444248663948,Medium Risk,Manual Review,0,1113840.0,0.45,116257.04018693333
118970,0.1398404477121905,Medium Risk,Manual Review,0,675000.0,0.45,42476.53599257787
293029,0.7961924806723291,High Risk,Decline,0,783927.0,0.45,280870.55225820764
327011,0.24544307967417,Medium Risk,Manual Review,0,284400.0,0.45,31411.805336700276
100730,0.0909966157121469,Low Risk,Approve,0,1971072.0,0.45,80712.39659623777
251241,0.6948139060999541,High Risk,Decline,0,250272.0,0.45,78251.60965835147
282922,0.5409256344638701,High Risk,Decline,0,900000.0,0.45,219074.8819578674
155358,0.194511907082642,Medium Risk,Manual Review,0,720000.0,0.45,63021.85789477601
376757,0.4177532938747461,High Risk,Decline,0,592560.0,0.45,111394.75131828879
339784,0.6836961883846755,High Risk,Decline,1,219042.0,0.45,67391.18122327025
437609,0.8206109180560919,High Risk,Decline,1,720000.0,0.45,265877.9374501738
411375,0.2313226971028648,Medium Risk,Manual Review,0,1236816.0,0.45,128746.62582298956
308960,0.1746713210902552,Medium Risk,Manual Review,0,1017000.0,0.45,79938.3300969553
248218,0.3664718794848408,High Risk,Decline,0,834048.0,0.45,137544.81216325762
224443,0.5542124210401906,High Risk,Decline,0,450000.0,0.45,112228.01526063861
390340,0.1892536670111999,Medium Risk,Manual Review,0,625500.0,0.45,53270.17592197749
407758,0.2258761010733442,Medium Risk,Manual Review,0,540000.0,0.45,54887.89256082264
324518,0.0903607741356927,Low Risk,Approve,0,878733.0,0.45,35731.347362360844
341529,0.3102559691249025,High Risk,Decline,0,677664.0,0.45,94612.18547747607
103587,0.2494655782448886,Medium Risk,Manual Review,0,225000.0,0.45,25258.389797294974
217773,0.8027969119073484,High Risk,Decline,0,545040.0,0.45,196900.39298969152
142021,0.2079527336873346,Medium Risk,Manual Review,0,538389.0,0.45,50381.758951735676
162581,0.425982603299773,High Risk,Decline,0,538704.0,0.45,103265.33954760041
370308,0.5047634141463452,High Risk,Decline,0,862560.0,0.45,195924.92872773216
387469,0.524585232010213,High Risk,Decline,0,225000.0,0.45,53114.25474103407
163805,0.4338417259395416,High Risk,Decline,0,195543.0,0.45,38175.620676928105
136502,0.3560579501322865,High Risk,Decline,0,479700.0,0.45,76860.44940530603
405868,0.1328448267729506,Medium Risk,Manual Review,0,1125000.0,0.45,67252.69355380624
264828,0.2582499598928772,Medium Risk,Manual Review,0,331632.0,0.45,38539.77781463759
131066,0.1133429554122711,Medium Risk,Manual Review,0,203760.0,0.45,10392.642267661962
242214,0.114434350464937,Medium Risk,Manual Review,0,270000.0,0.45,13903.773581489844
171577,0.7960747086567761,High Risk,Decline,0,180000.0,0.45,64482.05140119886
451461,0.139159773148813,Medium Risk,Manual Review,0,1129500.0,0.45,70731.43369721294
269580,0.3420970462740503,High Risk,Decline,0,276277.5,0.45,42531.172515890525
217571,0.4037607277526744,High Risk,Decline,1,1752039.0,0.45,318332.04376098054
308497,0.5635500216992113,High Risk,Decline,0,208512.0,0.45,52878.12395604568
183838,0.174756710585286,Medium Risk,Manual Review,0,900000.0,0.45,70776.46778704083
331021,0.4465728232992729,High Risk,Decline,0,445500.0,0.45,89526.68675092174
200264,0.2356807867611418,Medium Risk,Manual Review,0,888840.0,0.45,94267.12972714797
396044,0.1384972338789113,Medium Risk,Manual Review,0,270000.0,0.45,16827.413916287725
438161,0.7046380216593915,High Risk,Decline,0,691020.0,0.45,219113.53457718273
368675,0.5112299137573676,High Risk,Decline,0,382500.0,0.45,87995.4489054869
200635,0.0988668544273421,Low Risk,Approve,0,314100.0,0.45,13974.335539032669
214259,0.0402975376274548,Low Risk,Approve,0,383760.0,0.45,6959.062367960424
397839,0.586130492846627,High Risk,Decline,0,450000.0,0.45,118691.42480144197
359635,0.2829729743449697,Medium Risk,Manual Review,0,814041.0,0.45,103658.22135393907
115543,0.3001914506537514,High Risk,Decline,0,284400.0,0.45,38418.501854667105
401776,0.121599746156993,Medium Risk,Manual Review,0,1412032.5,0.45,77266.2571044409
421559,0.3056582402224839,High Risk,Decline,1,229365.0,0.45,31548.28602088351
102801,0.1090881879884467,Medium Risk,Manual Review,0,669600.0,0.45,32870.45280467876
199942,0.1563573881974391,Medium Risk,Manual Review,0,113760.0,0.45,8004.2474166033035
390614,0.4143532564743573,High Risk,Decline,0,143910.0,0.45,26833.309712651142
171842,0.1662498315813368,Medium Risk,Manual Review,0,781920.0,0.45,58497.33073953549
180022,0.1656112475243824,Medium Risk,Manual Review,0,381528.0,0.45,28433.397620467156
439138,0.2792738230418922,Medium Risk,Manual Review,0,269550.0,0.45,33875.21655042392
430363,0.1085298381588518,Medium Risk,Manual Review,0,808650.0,0.45,39493.19413221998
374895,0.2399912070859982,Medium Risk,Manual Review,0,882000.0,0.45,95252.51009243268
369060,0.2725904794564577,Medium Risk,Manual Review,0,331110.0,0.45,40615.845143772465
438625,0.6303698830342899,High Risk,Decline,0,557770.5,0.45,158220.77618023983
243479,0.7863096582911177,High Risk,Decline,1,495000.0,0.45,175150.47638434646
214726,0.2320118574675071,Medium Risk,Manual Review,0,180000.0,0.45,18792.960454868076
214133,0.5360700977871047,High Risk,Decline,0,176328.0,0.45,42535.87569117206
304302,0.8413586341213728,High Risk,Decline,0,592560.0,0.45,224349.96250573228
355331,0.1987273884743764,Medium Risk,Manual Review,0,353241.0,0.45,31589.397644434735
187323,0.22418182411167,Medium Risk,Manual Review,0,900000.0,0.45,90793.63876522635
409151,0.0986696259661966,Low Risk,Approve,0,257562.0,0.45,11436.095791397489
113070,0.116699388499865,Medium Risk,Manual Review,0,2517300.0,0.45,132195.31680181957
232944,0.5281371748499353,High Risk,Decline,0,675000.0,0.45,160421.66686066784
243200,0.3585691491328672,High Risk,Decline,0,333000.0,0.45,53731.58699756015
275909,0.4818211365156649,High Risk,Decline,0,450000.0,0.45,97568.78014442214
357979,0.675104711749343,High Risk,Decline,0,943425.0,0.45,286609.7982069557
455460,0.1240509921409238,Medium Risk,Manual Review,0,1386265.5,0.45,77385.42479058022
399318,0.0680917999101398,Low Risk,Approve,0,808650.0,0.45,24778.095298800552
221044,0.7808278863416823,High Risk,Decline,0,189621.0,0.45,66627.61408619827
117890,0.6184638357608511,High Risk,Decline,0,657000.0,0.45,182848.83304269562
203688,0.1666172590067074,Medium Risk,Manual Review,0,202500.0,0.45,15182.997726986212
362048,0.2405444717854626,Medium Risk,Manual Review,0,1152000.0,0.45,124698.2541735838
241000,0.1801455293086636,Medium Risk,Manual Review,0,296505.0,0.45,24036.322575449387
189840,0.2066378289195565,Medium Risk,Manual Review,0,182016.0,0.45,16925.1259808799
107776,0.7814297884261325,High Risk,Decline,0,225000.0,0.45,79119.76607814591
429068,0.6334824464311308,High Risk,Decline,0,675000.0,0.45,192420.293103456
220962,0.8409370187350397,High Risk,Decline,0,255960.0,0.45,96860.80769193935
404631,0.120756676881077,Medium Risk,Manual Review,0,521280.0,0.45,28326.618236055518
118802,0.2111305420137889,Medium Risk,Manual Review,0,239850.0,0.45,22787.84722590327
400386,0.5110296565865436,High Risk,Decline,0,450000.0,0.45,103483.50545877508
260131,0.2732029384138125,Medium Risk,Manual Review,0,1067418.0,0.45,131229.78035210771
388419,0.2871956207261462,Medium Risk,Manual Review,0,271957.5,0.45,35147.251360633905
380403,0.6265125597487072,High Risk,Decline,0,601470.0,0.45,169572.82919042473
247192,0.4337010334346575,High Risk,Decline,0,2169342.0,0.45,423380.640272943
197602,0.1460908895228087,Medium Risk,Manual Review,0,1223010.0,0.45,80401.77845788062
229824,0.2165171836697062,Medium Risk,Manual Review,0,781920.0,0.45,76184.6023147575
257503,0.3104599960657151,High Risk,Decline,0,876154.5,0.45,122404.91518033137
219505,0.6192066768233323,High Risk,Decline,0,1339884.0,0.45,373349.3035359392
274533,0.1922947199872283,Medium Risk,Manual Review,0,652500.0,0.45,56462.53715624991
260922,0.7197724888311219,High Risk,Decline,0,900000.0,0.45,291507.85797660437
114659,0.455820488888827,High Risk,Decline,0,675000.0,0.45,138455.4734999812
430050,0.0855255750411695,Low Risk,Approve,1,675000.0,0.45,25978.39341875524
285344,0.6643160288948468,High Risk,Decline,0,942300.0,0.45,281693.2473124264
380379,0.2915579774564525,Medium Risk,Manual Review,0,848745.0,0.45,111356.26900932456
133959,0.5127788122365035,High Risk,Decline,1,510853.5,0.45,117879.68293058728
229833,0.5025042450118336,High Risk,Decline,0,1379979.0,0.45,312050.3874872333
411221,0.2422588509179981,Medium Risk,Manual Review,0,225000.0,0.45,24528.708655447306
201779,0.1612007988493062,Medium Risk,Manual Review,0,1046142.0,0.45,75887.5167494149
215672,0.4117690183227935,High Risk,Decline,0,1350000.0,0.45,250149.67863109708
266001,0.5095295519662858,High Risk,Decline,0,343377.0,0.45,78732.32803448729
191623,0.5470630372767962,High Risk,Decline,1,900297.0,0.45,221633.6450720345
407642,0.690449182102976,High Risk,Decline,0,193500.0,0.45,60120.86253161664
371675,0.0979338331410177,Low Risk,Approve,0,760225.5,0.45,33503.30876994604
420025,0.8306540855030997,High Risk,Decline,0,269550.0,0.45,100756.26393631224
230913,0.2442354391464631,Medium Risk,Manual Review,0,486459.0,0.45,53464.737371287185
314715,0.9315835168578724,High Risk,Decline,1,640080.0,0.45,268329.5898616742
199987,0.1912318573838095,Medium Risk,Manual Review,0,345510.0,0.45,29732.633570106005
244509,0.7181152453229834,High Risk,Decline,0,1312110.0,0.45,424010.7875433329
117866,0.0675193063045069,Low Risk,Approve,0,405000.0,0.45,12305.393573996382
138624,0.158031594356933,Medium Risk,Manual Review,0,765000.0,0.45,54402.37635737419
105076,0.0369709866115712,Low Risk,Approve,0,1762110.0,0.45,29316.12534815208
151505,0.7200901661830781,High Risk,Decline,0,94500.0,0.45,30621.834316935398
313271,0.6919551992582982,High Risk,Decline,0,497520.0,0.45,154917.69783074484
160219,0.3286489300000112,High Risk,Decline,0,180000.0,0.45,26620.56333000091
104124,0.3198512214237329,High Risk,Decline,0,679500.0,0.45,97802.50723084193
420164,0.0655499280078962,Low Risk,Approve,0,380533.5,0.45,11224.774588316746
407222,0.1459383774885,Medium Risk,Manual Review,0,558000.0,0.45,36645.12658736235
362359,0.1111183262776206,Medium Risk,Manual Review,0,143910.0,0.45,7195.967250575571
351236,0.3408316941815557,High Risk,Decline,0,225000.0,0.45,34509.20903588251
157421,0.2299003665325134,Medium Risk,Manual Review,0,270000.0,0.45,27932.894533700375
429886,0.081012072020147,Low Risk,Approve,0,755190.0,0.45,27530.778001002665
327848,0.2895341494535698,Medium Risk,Manual Review,0,162000.0,0.45,21107.03949516524
307190,0.5981482256648442,High Risk,Decline,0,315000.0,0.45,84787.51098799166
372652,0.050464832166949,Low Risk,Approve,0,303489.0,0.45,6891.984652281833
174034,0.1705528763306513,Medium Risk,Manual Review,0,536917.5,0.45,41207.77078976811
156767,0.3193386005544845,High Risk,Decline,0,922500.0,0.45,132565.43655518038
235857,0.3562489999328632,High Risk,Decline,0,163008.0,0.45,26132.146641475272
341995,0.2725556250192157,Medium Risk,Manual Review,0,825673.5,0.45,101268.88058443653
227454,0.1616537762343532,Medium Risk,Manual Review,0,152820.0,0.45,11116.768537860235
407564,0.265349698187062,Medium Risk,Manual Review,0,675000.0,0.45,80599.97082432009
261790,0.3024974586943824,High Risk,Decline,0,1546020.0,0.45,210450.20449081008
208710,0.6758261554226536,High Risk,Decline,0,828837.0,0.45,252067.37543192063
168953,0.3303538639149178,High Risk,Decline,0,239850.0,0.45,35655.918416996865
169657,0.6068302297106042,High Risk,Decline,0,454500.0,0.45,124111.95273156131
326216,0.6893809331461694,High Risk,Decline,0,1800000.0,0.45,558398.5558483972
194615,0.1401155770135086,Medium Risk,Manual Review,0,225000.0,0.45,14186.702172617746
453617,0.1542872759197474,Medium Risk,Manual Review,0,1214581.5,0.45,84327.5119578843
356878,0.1714186733589577,Medium Risk,Manual Review,0,405000.0,0.45,31241.05321967004
222416,0.3619907820903832,High Risk,Decline,0,225000.0,0.45,36651.5666866513
262596,0.1072138906194239,Medium Risk,Manual Review,0,450000.0,0.45,21710.81285043334
241659,0.1004284193914417,Medium Risk,Manual Review,0,180000.0,0.45,8134.7019707067775
290452,0.5540475792171426,High Risk,Decline,0,225000.0,0.45,56097.31739573569
405561,0.7185588595427472,High Risk,Decline,1,180000.0,0.45,58203.26762296253
228156,0.1918968492833063,Medium Risk,Manual Review,0,112500.0,0.45,9714.777994967382
199193,0.1209507044442953,Medium Risk,Manual Review,0,142632.0,0.45,7763.1483943344265
187055,0.3240690134502118,High Risk,Decline,0,1006920.0,0.45,146840.20696047926
147687,0.2459164174535924,Medium Risk,Manual Review,0,254700.0,0.45,28185.710186443495
450406,0.8451207064471198,High Risk,Decline,1,176328.0,0.45,67058.29976688349
136718,0.1911001886770838,Medium Risk,Manual Review,0,291384.0,0.45,25057.591819867524
399005,0.402149099476888,High Risk,Decline,0,269550.0,0.45,48779.68039379782
313605,0.1152651889921337,Medium Risk,Manual Review,0,622201.5,0.45,32273.178069910085
355065,0.1575879098413709,Medium Risk,Manual Review,0,519633.0,0.45,36849.545259570485
244149,0.2858898021114165,Medium Risk,Manual Review,0,204768.0,0.45,26343.487349437743
363126,0.8030613625606218,High Risk,Decline,1,1772181.0,0.45,640426.5398538203
223868,0.6409956667818373,High Risk,Decline,0,646920.0,0.45,186602.81253952777
411680,0.5066419306139555,High Risk,Decline,0,1506816.0,0.45,343537.27529399906
302468,0.6638591523695799,High Risk,Decline,0,135000.0,0.45,40329.443506451986
268837,0.0904692501206868,Low Risk,Approve,0,427500.0,0.45,17404.021991967125
299043,0.4607163089155275,High Risk,Decline,0,647046.0,0.45,134147.0901683504
217591,0.6986329571107766,High Risk,Decline,0,404325.0,0.45,127113.64667271664
416003,0.5369230269709706,High Risk,Decline,0,450000.0,0.45,108726.91296162155
366343,0.4922372582059531,High Risk,Decline,0,619965.0,0.45,137326.4423026442
121904,0.5554277077540585,High Risk,Decline,0,685386.0,0.45,171307.06870802538
417040,0.4438431254986874,High Risk,Decline,0,781920.0,0.45,156172.41751047014
187449,0.868972946824076,High Risk,Decline,1,180000.0,0.45,70386.80869275016
113428,0.1701483761491258,Medium Risk,Manual Review,0,1258650.0,0.45,96370.76413804376
164968,0.4132994730907313,High Risk,Decline,0,432567.0,0.45,80450.87092939726
162070,0.0934474030873469,Low Risk,Approve,0,900000.0,0.45,37846.1982503755
166914,0.5762439478331931,High Risk,Decline,0,579195.0,0.45,150190.92601436083
403532,0.0284437169798735,Low Risk,Approve,0,508495.5,0.45,6508.57593939267
436114,0.5355947139669045,High Risk,Decline,1,1125000.0,0.45,271144.8239457454
342655,0.1665775765562479,Medium Risk,Manual Review,0,675000.0,0.45,50597.9388789603
205501,0.2937624305459696,Medium Risk,Manual Review,0,1381113.0,0.45,182573.6002823861
407157,0.205652909839449,Medium Risk,Manual Review,0,276277.5,0.45,25567.77230917577
411393,0.480568788523984,High Risk,Decline,0,1042812.0,0.45,225514.30477422278
394795,0.396417767230623,High Risk,Decline,0,1223010.0,0.45,218170.30207532592
234339,0.7338954187000815,High Risk,Decline,0,288000.0,0.45,95112.84626353056
265761,0.1195580381376238,Medium Risk,Manual Review,0,301464.0,0.45,16219.099984104281
115645,0.5399643075715336,High Risk,Decline,1,450000.0,0.45,109342.77228323555
324503,0.6759768368743716,High Risk,Decline,0,450000.0,0.45,136885.30946706026
182877,0.0954678183460346,Low Risk,Approve,0,733315.5,0.45,31503.61392494919
382475,0.7148073815348923,High Risk,Decline,1,835380.0,0.45,268711.1056739783
397499,0.3463411529829771,High Risk,Decline,0,270000.0,0.45,42080.45008743172
185530,0.3161111705733516,High Risk,Decline,0,188685.0,0.45,26840.44629883478
320081,0.2673958467607474,Medium Risk,Manual Review,0,1339146.0,0.45,161136.93537282053
253115,0.1079947757772335,Medium Risk,Manual Review,0,112500.0,0.45,5467.235523722446
380114,0.1373790987367985,Medium Risk,Manual Review,0,1125000.0,0.45,69548.16873550424
240055,0.6054558861574051,High Risk,Decline,0,729792.0,0.45,198835.58793176324
107083,0.4706855137844205,High Risk,Decline,0,1125000.0,0.45,238284.54135336287
422717,0.3470868381183395,High Risk,Decline,0,302206.5,0.45,47201.35434471449
269901,0.4063356526996678,High Risk,Decline,1,1155226.5,0.45,211234.37125205377
300141,0.109509506517128,Medium Risk,Manual Review,0,1286608.5,0.45,63403.137862084026
146921,0.3023108662626826,High Risk,Decline,0,675000.0,0.45,91826.92562728983
283913,0.6253473397699234,High Risk,Decline,0,675000.0,0.45,189949.25445511422
245040,0.1255959515423128,Medium Risk,Manual Review,0,270000.0,0.45,15259.908112391004
166347,0.3342581506567769,High Risk,Decline,0,247275.0,0.45,37194.15789164453
297074,0.378012568247244,High Risk,Decline,0,850500.0,0.45,144674.86018242646
418563,0.6359026183894867,High Risk,Decline,0,781920.0,0.45,223751.23891699835
301742,0.4335367143264362,High Risk,Decline,0,808650.0,0.45,157760.7588180327
240659,0.0890951527830333,Low Risk,Approve,0,180000.0,0.45,7216.707375425698
190546,0.4280868048487528,High Risk,Decline,0,1042560.0,0.45,200837.78066840206
169973,0.3897833597393807,High Risk,Decline,0,490536.0,0.45,86041.2465689026
296668,0.1430448303884851,Medium Risk,Manual Review,0,1075932.0,0.45,69257.9297022946
361658,0.0790085308989331,Low Risk,Approve,0,254700.0,0.45,9055.562768981217
362897,0.5204460459965062,High Risk,Decline,0,450000.0,0.45,105390.32431429252
100098,0.5077467279387704,High Risk,Decline,0,270000.0,0.45,61691.2274445606
443747,0.3942220932959852,High Risk,Decline,1,592560.0,0.45,105120.10962156105
292566,0.2614425211613363,Medium Risk,Manual Review,0,254700.0,0.45,29965.234562906564
146894,0.4630442794717926,High Risk,Decline,0,760225.5,0.45,158408.1309976125
271185,0.5425247821230862,High Risk,Decline,0,835605.0,0.45,204001.38925468267
273057,0.2548142253675913,Medium Risk,Manual Review,0,813195.0,0.45,93246.14429900928
449320,0.0920653899119166,Low Risk,Approve,0,239850.0,0.45,9936.847696667937
399559,0.7462074726192188,High Risk,Decline,1,490536.0,0.45,164718.7329549335
163293,0.1431220818756202,Medium Risk,Manual Review,0,225000.0,0.45,14491.110789906546
302076,0.399440011196001,High Risk,Decline,0,566055.0,0.45,101747.25699189855
337834,0.1429700241677472,Medium Risk,Manual Review,0,417024.0,0.45,26829.869111338776
116353,0.4161605323354103,High Risk,Decline,0,265851.0,0.45,49786.512156855526
349540,0.1072898366421868,Medium Risk,Manual Review,0,968377.5,0.45,46753.67870233617
355845,0.0642491437212536,Low Risk,Approve,0,1546020.0,0.45,44698.70752916962
437919,0.2799845657523614,Medium Risk,Manual Review,0,599472.0,0.45,75529.30842031482
222007,0.1488194709015568,Medium Risk,Manual Review,1,328365.0,0.45,21990.197503165364
411359,0.4401915061713488,High Risk,Decline,0,953293.5,0.45,188834.26571476052
206470,0.394049987970636,High Risk,Decline,0,253737.0,0.45,44993.277808967374
388901,0.6548084139344178,High Risk,Decline,0,343377.0,0.45,101180.76693820137
339223,0.2253911273684484,Medium Risk,Manual Review,0,152820.0,0.45,15499.92243800083
164304,0.6865592718469481,High Risk,Decline,0,450000.0,0.45,139028.25254900698
449249,0.5595228356973998,High Risk,Decline,0,358213.5,0.45,90192.88498729074
217410,0.2514456174060172,Medium Risk,Manual Review,0,497520.0,0.45,56294.65060732875
158728,0.1369615982684562,Medium Risk,Manual Review,0,338832.0,0.45,20883.137519023898
135512,0.3668306498053856,High Risk,Decline,0,381528.0,0.45,62980.273871527126
305328,0.287924734544361,Medium Risk,Manual Review,0,1125000.0,0.45,145761.89686308277
175037,0.3758432265132793,High Risk,Decline,0,592560.0,0.45,100219.34803621896
217814,0.3353942559887199,High Risk,Decline,0,418500.0,0.45,63163.12325907568
331962,0.2188470340573144,Medium Risk,Manual Review,0,888840.0,0.45,87533.9989881765
398864,0.5542913911877665,High Risk,Decline,0,640080.0,0.45,159655.8751521595
299843,0.0660714363336755,Low Risk,Approve,0,900000.0,0.45,26758.93171513858
235477,0.765707418590422,High Risk,Decline,1,1288350.0,0.45,443924.6187334366
249701,0.0965181375309453,Low Risk,Approve,0,239850.0,0.45,10417.443879058756
